anno_idx,end,imdbid,start,text_gen,text_gt
1454,854.455,tt0583495,853.035,"['Phoebe hangs up and walks away.', 'Monica turns around and walks away.', 'Phoebe walks away from Rachel and Monica.', 'Rachel and Monica watch Phoebe hang up.', 'Phoebe hangs up the phone and exits.']",TV hangs up.
1455,881.733,tt0583495,879.692,"['Joey turns to look at the camera as Chandler holds his shoulder.', ""Chandler puts his arm around Joey's shoulder as they walk."", 'Joey turns to look at the camera with Chandler by his side.', ""Chandler wraps his arm around Joey's shoulder as they stroll."", ""Joey turns to the camera with Chandler's arm around his shoulder.""]",Joey supports Chandler as they hobble over.
1456,898.389,tt0583495,895.847,"['Phoebe and Ross eat food, exchanging glances.', 'Ross and Phoebe share a meal, their eyes meeting.', 'Phoebe smiles as she looks at Ross, who frowns.', 'Ross and Phoebe sit together, eating and gazing.', 'Phoebe and Ross enjoy their food, their faces a picture.']","At Carol's, Ross drinks wine and eats hors d'oeuvres."
1457,915.514,tt0583495,914.533,"['Carol smiles at the man.', 'Carol talks to him across.', 'They engage in conversation.', 'Carol looks at the man.', 'They sit together.']",Ross checks his beeper.
1458,921.359,tt0583495,919.117,"['Ross looks down at the plate, then at Carol.', 'Carol hands Ross a plate of food.', 'Ross receives a plate of food from Carol.', 'Carol walks away, then returns with a plate.', 'Carol gives Ross a plate of food, then walks away.']","Grabbing a phone, Ross finishes the hors d'oeuvres."
1459,939.514,tt0583495,938.753,"['Phoebe talks on phone.', 'Monica stands beside her.', 'Woman in red jacket walks by.', 'Phoebe talks on phone nearby.', 'Monica stands near phone.']",Rachel walks up.
1460,945.272,tt0583495,944.252,"['Monica talks on the phone.', 'Phoebe waits by the booth.', 'Monica stands by the phone.', 'Phoebe stands next to Monica.', 'Monica holds the phone.']",Monica leads her off.
1461,1015.464,tt0583495,1012.501,"['Carol stands with hands on hips, looking at Ross.', 'Ross talks to Carol, who stands with her hands on her hips.', 'Carol looks at Ross as he speaks to her.', 'Ross addresses Carol, who stands firm with her hands on her hips.', 'Carol and Ross engage in a conversation, Carol standing with her hands on her hips.']","At the rest stop, Joey finishes writing letters in the snow."
1462,1063.271,tt0583495,1059.629,"['Ross gets out of the car, while Chandler and Joey walk towards it.', 'Phoebe and Monica chat as they stand near the car, while Ross exits it.', 'Joey and Chandler approach the car, where Ross is already standing.', 'Ross steps out of the car, joined by his friends Chandler and Joey.', 'Monica and Phoebe talk near the car, as Ross and his friends arrive.']","Carrying a tank of gas, Ross plows through Joey's pla sign."
1463,1068.834,tt0583495,1067.533,"['Chandler and Joey look at each other.', 'Phoebe and Monica gaze at them.', 'Chandler and Joey face each other.', 'Joey and Chandler stare at each other.', 'The friends look at each other.']",Phoebe huddles with the others.
1464,1164.478,tt0583495,1163.397,"['Rachel stands with her hands on her hips.', 'Ross stands with his arms crossed.', 'Ross approaches her with crossed arms.', 'Rachel stands with her hands on her hips, near a tree.', 'Ross stands with his arms crossed, near a payphone.']",Joey lifts his brows.
1465,1176.309,tt0583495,1175.408,"['Rachel walks towards them.', 'Ross and Chandler stand together.', 'Phoebe and Joey stand nearby.', 'Rachel approaches the group.', 'The friends gather together.']",They all turn to him.
1466,1182.535,tt0583495,1180.034,"['Ross and Phoebe interact while Chandler looks on.', 'Phoebe talks to Ross and Chandler simultaneously.', 'Ross, Phoebe, and Chandler converse together.', 'Phoebe chats with Ross and Chandler nearby.', 'The trio discusses something near a car.']",Chandler distracts them with a ridiculous dance.
1467,1183.155,tt0583495,1182.575,"['Ross talks to Phoebe.', 'Chandler joins Phoebe.', 'Phoebe talks to Ross and Chandler.', 'Phoebe is surrounded by friends.', 'They stand near a car.']",He stops dancing.
1468,1249.371,tt0583495,1246.99,"['Phoebe and Rachel stand together, looking at each other.', 'Ross stands between Phoebe and Rachel, looking at them.', 'Joey stands nearby, watching Ross and the girls.', 'Phoebe and Rachel stand, while Ross and Joey stand nearby.', 'The friends stand together, with a car in the background.']",Rachel gives Ross a look and he shakes his head.
1469,1274.074,tt0583495,1272.773,"['Ross gestures while talking to Joey.', 'Joey stands with arms crossed, listening to Ross.', 'Ross talks with animated hand gestures.', 'Ross and Joey have a conversation.', 'Ross speaks with expressive hand movements.']",Rachel looks over at Ross.
1470,1278.077,tt0583495,1276.075,"['Phoebe talks to Ross while Rachel approaches.', 'Monica chats with Joey as Rachel walks over.', 'Rachel walks towards the group, near a car.', 'Phoebe and Ross converse, with Rachel nearby.', 'Monica and Joey talk, with Rachel walking by.']",She climbs in the cab while the others say goodbye.
1471,1295.688,tt0583495,1293.987,"['Chandler walks towards a car.', 'Ross walks away from Chandler.', ""Chandler follows Ross's departure."", 'Ross leaves, and Chandler heads to a car.', 'Chandler walks towards a car as Ross departs.']","Ross shifts his eyes, then nods."
1472,186.512,tt0583615,182.7,"['Monica stands and talks to the group, holding a coffee cup.', 'Rachel sits and chats with the group, sipping from a cup.', 'Phoebe sits and joins the conversation, surrounded by chairs and a table.', 'Ross stands and participates in the group discussion, near the couch.', 'The group gathers around the table, with coffee cups and chairs nearby.']",Ross scoops the cinnamon off of Rachel's drink with his hand and flicks it aside.
1473,228.464,tt0583615,227.541,"['Frank hugs Phoebe and Rachel.', 'Phoebe and Rachel hug Frank.', 'Frank hugs Rachel and Phoebe.', 'Rachel and Phoebe hug each other.', 'Phoebe and Rachel hug Frank.']",Oh my god.
1474,251.892,tt0583615,250.728,"['Chandler sits down next to Phoebe.', 'Phoebe sits down beside Chandler.', 'Chandler shakes hands with Frank Jr.', 'Frank Jr. hands shake with Chandler.', 'Chandler and Phoebe sit down.']",Frank heads back outside.
1475,274.266,tt0583615,272.942,"['Phoebe walks towards a couple.', 'Rachel sits on the couch nearby.', 'Chandler sits with a cup.', 'Phoebe gets up and approaches.', 'Phoebe steps towards the couple.']",Frank leads a woman inside.
1476,282.792,tt0583615,280.504,"['Frank Jr. and Alice walk together, hand in hand.', 'Chandler looks at Frank Jr. and Alice sitting at the table.', 'Frank Jr. and Alice stroll, holding hands, as Chandler watches.', 'Alice and Frank Jr. walk, hand in hand, as Chandler observes.', 'Chandler stares at Frank Jr. and Alice, sitting and holding hands.']",The middle-aged woman grins at Phoebe.
1477,293.945,tt0583615,292.039,"['Phoebe and Chandler walk into a coffee shop.', 'Chandler and Phoebe sit down at a table.', 'Phoebe and Chandler stand up to leave the coffee shop.', 'Phoebe and Chandler sit and stand at a table.', 'Chandler and Phoebe enter and exit a coffee shop.']",Ross offers his chair.
1478,322.405,tt0583615,315.582,"['Chandler and Monica hug, while Alice walks away and Frank Jr. looks at Chandler.', 'Alice and Frank Jr. hug, followed by Chandler looking at Monica and the two hugging.', 'Chandler looks at Frank Jr., who hugs Alice, before Alice walks away, and Chandler and Monica hug.', 'Frank Jr. hugs Alice, who then walks away, as Chandler looks at Monica, and the two friends hug.', 'Alice walks away after hugging Frank Jr., as Chandler looks at Monica, and the two friends share a tender moment.']",Alice gives him a deep kiss and the couple falls back in the chair as the friends shoot them uncomfortable and disgusted looks.
1479,328.141,tt0583615,326.52,"['Phoebe walks in, and Chandler looks at her.', ""Chandler and Joey gaze at Phoebe's arrival."", ""Phoebe enters, and Joey joins Chandler's stare."", ""Joey and Chandler focus on Phoebe's entrance."", 'Phoebe walks in, and the friends glance at her.']",Frank wraps his arm around Alice.
1480,368.712,tt0583615,365.83,"['Frank Jr. and Alice look at each other.', 'Frank Jr. and Alice have a conversation.', 'Frank Jr. and Alice continue talking.', 'Frank Jr. and Alice talk again.', 'Frank Jr. and Alice engage in a conversation.']",Frank gives Alice a hug as Phoebe drops her gaze.
1481,383.542,tt0583615,378.899,"['Alice and Frank Jr. share a romantic kiss.', 'Frank Jr. and Alice lock lips in a passionate moment.', 'Alice and Frank Jr. smooch in a tender moment.', 'The couple shares a sweet kiss.', 'Frank Jr. and Alice indulge in a romantic kiss.']",They kiss.
1482,386.203,tt0583615,383.982,"[""Frank Jr. kisses Alice's lips."", 'Alice looks at Frank Jr. with affection.', 'Frank Jr. leans in to kiss Alice.', 'Alice gazes at Frank Jr. with interest.', ""Frank Jr. tenderly kisses Alice's face.""]","As Chandler sleeps, he listens to the cassette."
1483,480.482,tt0583615,478.901,"['Ross looks at Pete and Rachel.', 'Rachel stands, while Ross and Pete sit.', 'Ross and Phoebe look at each other.', 'Pete and Ross sit on the couch.', 'Rachel and Phoebe stand up together.']",They swivel their chairs to face her.
1484,516.605,tt0583615,514.384,"['Ross looks at Joey, who gazes back at him.', 'Ross focuses on Joey, who maintains eye contact.', 'Joey and Ross engage in an intense stare-down.', 'Ross and Joey lock eyes in a silent conversation.', 'The two friends share a prolonged, unbroken gaze.']","Joey glances at Ross, then leans forward."
1485,544.768,tt0583615,543.37,"['Phoebe stands near Ross on the couch.', 'Joey sits next to Ross on the couch.', 'Phoebe talks to Ross on the couch.', 'Joey looks at Phoebe and Ross.', 'Phoebe stands beside Ross on the couch.']",She stops them from swiveling away.
1486,602.802,tt0583615,601.095,"['Chandler puts a bag on the table.', 'Rachel talks to Chandler, sitting nearby.', 'Chandler places a bag on the table.', 'Monica and Chandler converse at the table.', 'Chandler sets a bag down beside her.']",He tosses his briefcase on the table.
1487,215.969,tt0583654,213.949,"['Chandler stands up from the couch, reading.', 'Monica talks to Chandler, standing up.', 'Chandler looks at Monica, holding a magazine.', 'Monica stands up, talking to Chandler.', 'Chandler stands up, reading a magazine.']",Joey bursts in and dances around.
1488,228.286,tt0583654,225.525,"['Chandler sits on the couch, reading a book.', 'Monica talks to Chandler as he reads on the couch.', 'Chandler looks at Monica while sitting on the couch.', 'Chandler sits on the couch, reading a book with Monica nearby.', 'Monica talks to Chandler, who sits on the couch with a book.']",He heads out into the hall and closes the door behind him.
1489,249.473,tt0583654,245.431,"['Joey Tribbiani walks into a theater, looking around.', 'Joey Tribbiani enters the theater, his eyes scanning the room.', 'Joey Tribbiani steps into the theater, taking in his surroundings.', 'Joey Tribbiani walks into the theater, his gaze sweeping the area.', 'Joey Tribbiani enters the theater, glancing around curiously.']",Joey sets his bag down and peels off his coat as he gazes at a woman in front of him.
1490,286.816,tt0583654,285.156,"['Kate looks at Joey holding a cup.', 'Joey listens to Kate while holding a cup.', 'Kate talks to Joey holding a cup.', 'Joey holds a cup while listening to Kate.', 'Kate and Joey interact with a cup present.']","She eyes him, then walks off."
1491,289.357,tt0583654,287.437,"['Joey walks away, then turns to Kate.', 'Kate and Joey sit down to talk.', 'Joey and Kate take turns talking.', 'Joey and Kate repeatedly sit and talk.', 'Joey and Kate engage in a conversation.']",She turns back with a scrutinizing stare.
1492,293.538,tt0583654,292.057,"['Joey walks back to Kate.', 'Joey turns and walks back to her.', 'Joey and Kate look at each other.', 'Joey walks away, then back to Kate.', 'Joey walks back, looking at Kate.']",He attempts a modest smile.
1493,387.478,tt0583654,386.097,"['Phoebe drinks from a cup.', 'Rachel looks at Phoebe.', 'Phoebe puts the cup down.', 'Phoebe talks to Rachel.', 'Rachel gazes at Phoebe.']",Joey stands in his kitchen.
1494,403.101,tt0583654,401.061,"['Chandler sits on a stool, looking at Ross.', 'Ross enters the room, looking around.', 'Chandler looks at Ross as he enters.', 'Ross enters, and Chandler watches him.', 'Ross enters, and Chandler looks up at him.']",Ross swaggers in with a triumphant smile.
1495,450.858,tt0583654,448.936,"['Ross and Chandler walk away from the couch, Rachel approaches.', 'Rachel walks towards the couch as Ross and Chandler leave.', 'Ross and Chandler walk off, Rachel heads towards the couch.', 'Rachel approaches the couch as Ross and Chandler depart.', 'Ross, Chandler, and Rachel move in different directions.']",He strolls past her into the living room.
