anno_idx,end,end_,imdbid,start,start_,text_gen,text_gt
1460,945.272,944.252,tt0583495,944.252,944.252,"1. Main characters: Monica Geller (green), Phoebe Buffay (red), Dr. Ross Geller (blue);
2. Actions: Monica and Phoebe are standing in front of a phone booth. Monica is talking on the phone, while Phoebe is standing next to her, seemingly waiting for her turn. Dr. Ross Geller is standing in a room, talking on a phone.
3. Character-character interactions: Monica is talking on the phone, while Phoebe is standing next to her, seemingly waiting for her turn. Dr. Ross Geller is talking on the phone, while Monica and Phoebe are standing in front of a phone booth.
4. Key objects: phone booth, phone, Dr. Ross Geller's phone.",Monica leads her off.
1461,1015.464,1012.501,tt0583495,1012.501,1012.501,"1. Main characters: Carol (red), Dr. Ross Geller (green).
2. Actions: Carol is standing with her hands on her hips, while Dr. Ross Geller is talking to her.
3. Character-character interactions: Carol is looking at Dr. Ross Geller.","At the rest stop, Joey finishes writing letters in the snow."
1462,1063.271,1059.629,tt0583495,1059.629,1059.629,"1. Main characters: Dr. Ross Geller (red), Chandler Bing (green), Joey Tribbiani (blue), Phoebe Buffay (yellow), Monica Geller (pink).
2. Actions: Dr. Ross Geller gets out of the car, Chandler Bing and Joey Tribbiani walk towards the car, Phoebe Buffay and Monica Geller talk to each other.
3. Character-character interactions: Dr. Ross Geller talks to Chandler Bing and Joey Tribbiani, Phoebe Buffay and Monica Geller talk to each other.","Carrying a tank of gas, Ross plows through Joey's pla sign."
1463,1068.834,1067.533,tt0583495,1067.533,1067.533,"1. Main characters: Chandler Bing (red), Joey Tribbiani (green), Phoebe Buffay (blue), Monica Geller (yellow);
2. Actions: Chandler and Joey are talking to each other, while Phoebe and Monica are standing next to them. Chandler and Joey are looking at each other, while Phoebe and Monica are looking at Chandler and Joey.
3. Character-character interactions: Chandler and Joey are talking to each other, while Phoebe and Monica are standing next to them. Chandler and Joey are looking at each other, while Phoebe and Monica are looking at Chandler and Joey.
4. Key objects: There are no key objects in this scene.",Phoebe huddles with the others.
1464,1164.478,1163.397,tt0583495,1163.397,1163.397,"1. Main characters: Rachel Green (red), Dr. Ross Geller (green), Joey Tribbiani (yellow).
2. Actions: In Shot 2, Rachel is talking to Ross, while Ross is standing with his arms crossed. In Shot 3, Ross is talking to Rachel, who is standing with her hands on her hips.
3. Character-character interactions: In Shot 2, Rachel is talking to Ross, who is standing with his arms crossed. In Shot 3, Ross is talking to Rachel, who is standing with her hands on her hips.
4. Key objects: In Shot 2, there is a tree in the background. In Shot 3, there is a payphone in the background.",Joey lifts his brows.
1465,1176.309,1175.408,tt0583495,1175.408,1175.408,"1. Main characters: Dr. Ross Geller, Chandler Bing, Phoebe Buffay, Joey Tribbiani, Rachel Green.
2. Actions: Dr. Ross Geller and Chandler Bing are talking to each other, while Phoebe Buffay and Joey Tribbiani are standing nearby. Rachel Green is walking towards them.
3. Character-character interactions: Dr. Ross Geller and Chandler Bing are talking to each other, while Phoebe Buffay and Joey Tribbiani are standing nearby. Rachel Green is walking towards them.
4. Key objects: car, people.",They all turn to him.
1466,1182.535,1180.034,tt0583495,1180.034,1180.034,"1. Main characters: Dr. Ross Geller (red), Phoebe Buffay (blue), Chandler Bing (green).
2. Actions: Dr. Ross Geller is talking to Phoebe Buffay, Chandler Bing is talking to Phoebe Buffay, Phoebe Buffay is talking to Chandler Bing.
3. Character-character interactions: Dr. Ross Geller is talking to Phoebe Buffay, Chandler Bing is talking to Phoebe Buffay, Phoebe Buffay is talking to Chandler Bing.
4. Key objects: car.",Chandler distracts them with a ridiculous dance.
1467,1183.155,1182.575,tt0583495,1182.575,1182.575,"1. Main characters: Dr. Ross Geller (red), Phoebe Buffay (blue), Chandler Bing (green).
2. Actions: Dr. Ross Geller is talking to Phoebe Buffay, Chandler Bing is talking to Phoebe Buffay, Phoebe Buffay is talking to Chandler Bing.
3. Character-character interactions: Dr. Ross Geller is talking to Phoebe Buffay, Chandler Bing is talking to Phoebe Buffay, Phoebe Buffay is talking to Chandler Bing.
4. Key objects: car.",He stops dancing.
1468,1249.371,1246.99,tt0583495,1246.99,1246.99,"1. Main characters: Phoebe Buffay (red), Rachel Green (pink), Dr. Ross Geller (blue), Joey Tribbiani (yellow);
2. Actions: Phoebe and Rachel are standing and talking, Ross is standing and talking, Joey is standing and talking;
3. Character-character interactions: Phoebe and Rachel are looking at each other, Ross is looking at Phoebe and Rachel, Joey is looking at Ross;
4. Key objects: car.",Rachel gives Ross a look and he shakes his head.
1469,1274.074,1272.773,tt0583495,1272.773,1272.773,"1. Main characters: Dr. Ross Geller (red), Joey Tribbiani (green);
2. Actions: Dr. Ross Geller is talking to Joey Tribbiani, who is standing next to him. Dr. Ross Geller is gesturing with his hands while talking. Joey Tribbiani is standing with his arms crossed and looking at Dr. Ross Geller;
3. Character-character interactions: Dr. Ross Geller and Joey Tribbiani are interacting with each other. Dr. Ross Geller is talking to Joey Tribbiani, who is listening to him;
4. Key objects: There are no key objects in this scene.",Rachel looks over at Ross.
1470,1278.077,1276.075,tt0583495,1276.075,1276.075,"1. Main characters: Phoebe Buffay (yellow), Dr. Ross Geller (red), Monica Geller (pink), Joey Tribbiani (green), Rachel Green (blue);
2. Actions: Phoebe Buffay is talking to Dr. Ross Geller, Monica Geller is talking to Joey Tribbiani, Rachel Green is walking towards the group;
3. Character-character interactions: Phoebe Buffay is talking to Dr. Ross Geller, Monica Geller is talking to Joey Tribbiani, Rachel Green is walking towards the group;
4. Key objects: car, building.",She climbs in the cab while the others say goodbye.
1471,1295.688,1293.987,tt0583495,1293.987,1293.987,"1. Main characters: Chandler Bing (green), Dr. Ross Geller (red);
2. Actions: Chandler Bing is talking to Dr. Ross Geller, who is standing in front of him. Dr. Ross Geller is looking at Chandler Bing and then walks away. Chandler Bing is then seen walking towards a car.
3. Character-character interactions: Chandler Bing is talking to Dr. Ross Geller, who is standing in front of him. Dr. Ross Geller is looking at Chandler Bing and then walks away.
4. Key objects: a car.","Ross shifts his eyes, then nods."
1472,186.512,182.7,tt0583615,182.7,182.7,"1. Main characters: Monica Geller (red), Rachel Green (green), Dr. Ross Geller (blue), Phoebe Buffay (yellow), Frank Jr. (pink);
2. Actions: Monica is standing and talking to the group, Ross is standing and talking to the group, Rachel is sitting and talking to the group, Phoebe is sitting and talking to the group, Frank Jr. is standing and talking to the group;
3. Character-character interactions: Monica is talking to the group, Ross is talking to the group, Rachel is talking to the group, Phoebe is talking to the group, Frank Jr. is talking to the group;
4. Key objects: coffee cups, couch, table, chairs, people.",Ross scoops the cinnamon off of Rachel's drink with his hand and flicks it aside.
1473,228.464,227.541,tt0583615,227.541,227.541,"1. Main characters: Frank Jr. (red), Phoebe Buffay (green), Rachel Green (blue).
2. Actions: Frank Jr. and Phoebe Buffay hug, Frank Jr. and Rachel Green hug.
3. Character-character interactions: Frank Jr. hugs Phoebe Buffay and Rachel Green.
4. Key objects: Hugs.",Oh my god.
1474,251.892,250.728,tt0583615,250.728,250.728,"1. Main characters: Frank Jr. (green), Phoebe Buffay (red), Chandler Bing (blue), Joey Tribbiani (yellow), Monica Geller (pink);
2. Actions: Frank Jr. shakes hands with Chandler Bing, Chandler Bing sits down, Phoebe Buffay sits down next to Chandler Bing;
3. Character-character interactions: Frank Jr. shakes hands with Chandler Bing, Chandler Bing sits down, Phoebe Buffay sits down next to Chandler Bing;
4. Key objects: hand shake, couch.",Frank heads back outside.
1475,274.266,272.942,tt0583615,272.942,272.942,"1. Main characters: Chandler Bing (yellow), Phoebe Buffay (pink), Rachel Green (cyan);
2. Actions: Chandler Bing is sitting at a table with a cup, Phoebe Buffay is sitting next to him, Rachel Green is sitting on the couch next to him. The camera pans to show the entire room, and then to a couple walking in the room. Phoebe Buffay stands up and walks towards the couple;
3. Character-character interactions: Chandler Bing and Phoebe Buffay are sitting next to each other, Rachel Green is sitting on the couch next to them. Phoebe Buffay stands up and walks towards the couple;
4. Key objects: a cup on the table, a couch, a couple walking in the room.",Frank leads a woman inside.
1476,282.792,280.504,tt0583615,280.504,280.504,"1. Main characters: Frank Jr. (pink), Alice (cyan), Chandler Bing (blue), Phoebe Buffay (yellow).
2. Actions: Frank Jr. and Alice are walking together, Chandler is sitting at the table, Phoebe is standing up.
3. Character-character interactions: Frank Jr. and Alice are interacting with each other, Chandler is looking at Frank Jr. and Alice.
4. Key objects: Frank Jr. and Alice are holding hands, Chandler is looking at a cup on the table.",The middle-aged woman grins at Phoebe.
1477,293.945,292.039,tt0583615,292.039,292.039,"1. Main characters: Phoebe Buffay (green), Chandler Bing (red), Frank Jr. (yellow), Joey Tribbiani (pink), Dr. Ross Geller (cyan).
2. Actions: Phoebe and Chandler walk into a coffee shop, sit down, and then stand up to leave.
3. Character-character interactions: Phoebe and Chandler interact with each other by walking together and sitting down, then standing up to leave.
4. Key objects: coffee shop, table, chairs, cups, and a couch.",Ross offers his chair.
1478,322.405,315.582,tt0583615,315.582,315.582,"1. Main characters: Frank Jr. (red), Alice (green), Chandler Bing (blue), Phoebe Buffay (yellow), Rachel Green (pink), Monica Geller (cyan), Joey Tribbiani (white), Dr. Ross Geller (black);
2. Actions: Frank Jr. and Alice hug, Chandler looks at Frank Jr., Alice walks away, Chandler looks at Monica, Monica looks at Chandler, Monica and Chandler hug.
3. Character-character interactions: Frank Jr. hugs Alice, Chandler looks at Frank Jr., Alice walks away, Chandler looks at Monica, Monica looks at Chandler, Monica and Chandler hug.
4. Key objects: None.",Alice gives him a deep kiss and the couple falls back in the chair as the friends shoot them uncomfortable and disgusted looks.
1479,328.141,326.52,tt0583615,326.52,326.52,"1. Main characters: Phoebe Buffay, Chandler Bing, Frank Jr., Joey Tribbiani, Dr. Ross Geller, Alice.
2. Actions: Phoebe walks in, Chandler and Joey look at her, Frank Jr. and Alice hug.
3. Character-character interactions: Phoebe interacts with Chandler and Joey, Frank Jr. and Alice hug.
4. Key objects: None.",Frank wraps his arm around Alice.
1480,368.712,365.83,tt0583615,365.83,365.83,"1. Main characters: Frank Jr. (blue), Alice (yellow), Chandler Bing (green), Phoebe Buffay (red).
2. Actions: In Shot 2, Frank Jr. and Alice are talking to each other. In Shot 3, Frank Jr. and Alice are still talking. In Shot 4, Frank Jr. and Alice are talking to each other again.
3. Character-character interactions: Frank Jr. and Alice are looking at each other and talking.
4. Key objects: There are no key objects mentioned in the given information.",Frank gives Alice a hug as Phoebe drops her gaze.
1481,383.542,378.899,tt0583615,378.899,378.899,"1. Main characters: Alice (red), Frank Jr. (green).
2. Actions: Alice and Frank Jr. kiss.
3. Character-character interactions: Alice and Frank Jr. kiss.
4. Key objects: None.",They kiss.
1482,386.203,383.982,tt0583615,383.982,383.982,"1. Main characters: Alice, Frank Jr.
2. Actions: Frank Jr. kisses Alice, Alice looks at Frank Jr., Alice looks at the camera.
3. Character-character interactions: Frank Jr. kisses Alice, Alice looks at Frank Jr., Alice looks at the camera.
4. Key objects: None.","As Chandler sleeps, he listens to the cassette."
